url,sha,name,#tests,#tests_run_twice,#tests_run_twice_count_put_as_one,#tests_run_once,#tests_run_once_count_put_as_one,#ni,#ni_count_put_as_one
git@github.com:gurdulu/virga,4d641de30ab574823d0326b9904161aaec8845ed,virga,86,0,0,86,86,0,0
git@github.com:gvinciguerra/nnweaver,e7a94d743f6eb118592524e30f54cda22cdc5e81,nnweaver,29,29,29,0,0,0,0
git@github.com:gwpy/gwosc,06b56ce506fda3af4857c8a1aae7bb60fb1925e9,gwosc,71,71,58,0,0,1,1
git@github.com:h2non/pook,2071da27701c82ce02b015e01e2aa6fd203e7bb5,pook,32,32,32,0,0,0,0
git@github.com:haney/python-ansel,afb2b28d8595beeb1f87e355b611f01e13b8e664,python-ansel,131,131,32,0,0,0,0
git@github.com:hansliu/twsecli,b53aec2a6a2bbf660b479d6b59df63943191762c,twsecli,9,0,0,9,9,0,0
git@github.com:havefun-plus/cronjob,a2fd9289f44696c5c06ece9cec8dc5315300eecf,cronjob,3,0,0,3,3,0,0
git@github.com:hbldh/pybankid,a54944d73bcbe1c5ee96a71387a4668486eaeefe,pybankid,26,26,11,0,0,0,0
git@github.com:hbradleyiii/ext_pylib,15a9b5a80db87b5f20e03ef6bfa015acf4bf8543,ext_pylib,181,181,81,0,0,3,1
git@github.com:heavenshell/py-autodoc,001d5ff03d41a5d714075eb08e666c413d50f0ac,autodoc,27,2,2,25,25,1,1
git@github.com:hefnawi/json-storage-manager,c7521fc4a576cf23a8c2454106bed6fb8c951b8d,json-storage-manager,9,9,9,0,0,1,1
git@github.com:heilaaks/snippy,904439ca1fc29edc06c48da66e7663e18e0aea99,snippy,747,747,747,0,0,3,3
git@github.com:helenagu01/pycoin,d98f70ff67c836d180032cb6f7a7491a81cfd2eb,pycoin,1775,2,2,1773,1773,0,0
git@github.com:hellock/cvbase,e48d2f76aaeea6472b2175c37780f7b90ae7f1b6,cvbase,76,76,76,0,0,0,0
git@github.com:hellysmile/fake-useragent,a55c4dc294883c73231e085fca34ab5a8e2bc1f1,fake-useragent,2,1,1,1,1,0,0
git@github.com:heston/firebase-live-data,dd73615ccfae11e95830f49df8d3a90546d671f5,FirebaseData,119,119,119,0,0,0,0
git@github.com:hgrecco/pint,3d99581a808f8c0b5445bb43820a2b82815425d1,pint,1768,70,8,1698,1698,0,0
git@github.com:hhursev/recipe-scrapers,7837a0ce7f95ccb0d90e521605d38589cdcd9e9b,recipe-scrapers,599,0,0,599,599,0,0
git@github.com:hid-io/layouts-python,0b036e1f1695b16e0e6e61540ef7ecd6047a5bd1,layouts,10,10,10,0,0,0,0
git@github.com:hintofbasil/Python-Beautifurl,312db910400b24d24cb03966a221da2462c4f824,Python-Beautifurl,14,14,14,0,0,0,0
git@github.com:hmrc/service-manager,e0a9f2a08e139e23d8a1199a2208b4f5a355a0be,service-manager,57,0,0,57,57,0,0
git@github.com:hobbypunk90/mithermometer,894102b12b89f56b8b4beed787f273d3981fd0f6,mithermometer,46,0,0,46,46,0,0
git@github.com:holzkohlengrill/SCout,8fd1eca0607b27d6e0c537b2ea1211d23356edff,SCout,22,0,0,22,22,0,0
git@github.com:hsolbrig/pyjsg,f999bdbff84f828da3704be2f0b00015bc345e36,pyjsg,102,0,0,102,102,0,0
git@github.com:huashengdun/webssh,51d527fe75a62aed239126a6697749a30baecb30,webssh,89,0,0,89,89,0,0
git@github.com:humans-to-robots-motion/pyrieef,73a82d3250db8b48a1602bd5422bb3902fc11e57,pyrieef,114,114,114,0,0,0,0
git@github.com:hyperledger/aries-staticagent-python,62f0e4e435e4e324f76a8fb724d0f733192bc0c3,aries-staticagent-python,134,133,100,1,1,0,0
git@github.com:hypoport/python-aws-dataclasses,30bfe90457a83957d10ec18fe7d61439b5b74280,python-aws-dataclasses,24,24,24,0,0,1,1
git@github.com:iArunava/scratch.ai,9472f64fd3a06a1daa51486b68f5d3d3c36ac2f0,scratch.ai,7,0,0,7,7,0,0
git@github.com:icane/etlstat.git,97afa7ad814b13d792a2aa33d741af6eb656b926,etlstat.git,3,0,0,3,3,0,0
git@github.com:icoxfog417/acl-anthology,88b4d006a38301be6690bdf43073cf98be7bdd50,acl-anthology,5,0,0,5,5,0,0
git@github.com:identixone/identixone-python,232e5dfcf98ebe91a3ed433a265be161ee965a5e,identixone-python,65,0,0,65,65,0,0
git@github.com:ikamensh/flynt,9ec53b1ae8fcf62272a297e533626a54ed27f46f,flynt,286,286,105,0,0,0,0
git@github.com:iluxonchik/fileguard,73854b783faadb8e5370c407b897049131a42e50,fileguard,18,0,0,18,18,0,0
git@github.com:imWildCat/scylla,37469f9daaa3a4f2715ffb11f2bfa6671124cfc4,scylla,40,40,40,0,0,0,0
git@github.com:infosmith/helpers,72c40cf1d1a46875f2956e8827a55d4232db48cb,helpers,35,0,0,35,35,0,0
git@github.com:innolitics/dicom-standard,4d40ca75e3af51dd8fc2b027a7f79b6a2f4193cb,dicom-standard,70,70,70,0,0,0,0
git@github.com:instagrambot/instabot,d68b55015322898c3842c92dcc5989581043252e,instabot,215,215,71,0,0,0,0
git@github.com:inveniosoftware/kwalitee,9124f8f55b15547fef08c6c43cabced314e70674,kwalitee,69,16,16,53,53,0,0
git@github.com:invl/pip-autoremove,f0b385f771709fc5bc0b60f64e76818638d912bc,pip-autoremove,2,2,2,0,0,0,0
git@github.com:ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,pyoos.git,47,0,0,47,47,0,0
git@github.com:ioos/thredds_crawler,fb29ea2fb8d079cacc6c09f79245e8f54f77c6a6,thredds_crawler,10,0,0,10,10,0,0
git@github.com:ipwnponies/pytest-antilru,51aa787159158b33331e80a8dd361c454c17ba03,pytest-antilru,2,2,2,0,0,0,0
git@github.com:irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,Tale,267,6,6,261,261,2,2
git@github.com:isac322/linux_aio,007d033b42703e9bb4d7cd99ca50e54108215d46,linux_aio,6,0,0,6,6,0,0
git@github.com:isnok/data-pypes,dcfe6feac2b617f9f8624cff81c44f72c0313ee6,data-pypes,36,0,0,36,36,0,0
git@github.com:istommao/wechatkit,e46341c29a69805a8e4c425dc620039fb06b1e45,wechatkit,61,0,0,61,61,0,0
git@github.com:ivanlei/threatbutt,faff507a4bebfa585d3044427111418c257c34ec,threatbutt,4,4,4,0,0,0,0
git@github.com:ivanprjcts/sdklib,5384b1c7f05abd6350151c08ad6a4a8b5855f8f0,sdklib,203,0,0,203,203,0,0
git@github.com:ivoire/ReactOBus,841d5c0442ffe92fcaec278e07053afe5b93d925,ReactOBus,32,32,32,0,0,0,0
git@github.com:izar/pytm,724df0c6346706e9c3678bee11e23d9609d8fa4c,pytm,113,0,0,113,113,0,0
git@github.com:j0057/github-release,067d7f1f557e16c4db57696d30732d566e314a45,github-release,87,87,31,0,0,11,1
git@github.com:jachinlin/kindle_maker,5c478bdaf3cb7d2e824f21462e72543d15c6cc95,kindle-maker,6,6,6,0,0,0,0
git@github.com:jacobnzw/SSMToybox,b3a8c05fa1b0d85356ac6554009af38ff2720780,SSMToybox,80,0,0,80,80,0,0
git@github.com:jaeseopark/nicoclient,71188e0a07be73bf581bbf5c65080831fa3b4fb8,nicoclient,16,0,0,16,16,0,0
git@github.com:jakesherman/fonoapi,01248a6d3a9f56fa9613f387ae66820a73b48742,fonoapi,4,4,4,0,0,0,0
git@github.com:jaketreacher/hostopen,b1c8269aff13d4c2ec336cc8f366f42260c4e943,hostopen,6,6,4,0,0,0,0
git@github.com:james-d-mitchell/gaplint,64fa97fef3a726ba07c99bc17706500c02564f0b,gaplint,21,0,0,21,21,0,0
git@github.com:jamesevickery/l293d,c026a9b58769f23d3e999234ba9df30fb021f949,l293d,9,0,0,9,9,0,0
git@github.com:jamesstidard/sanic-envconfig,c68e09def2ce04c7ab91e443680ff64dc2ef61e1,sanic-envconfig,30,30,18,0,0,0,0
git@github.com:jasonhamilton/hotwing-core,f4d864b1618e928bd981540b2a446bdb74023ca6,hotwing-core,49,49,49,0,0,0,0
git@github.com:jasonkeene/python-ubersmith,0c594e2eb41066d1fe7860e3a6f04b14c14f6e6a,python-ubersmith,299,299,120,0,0,0,0
git@github.com:jberends/duplicity_backup,8aaad2dac623a72c5d83df19fd349e50baabb7e3,duplicity_backup,12,0,0,12,12,0,0
git@github.com:jbfavre/python-protobix,96b7095a9c2485c9e1bdba098b7d82b93f91acb1,python-protobix,98,98,87,0,0,0,0
git@github.com:jcfr/jinja2-github,4012e5f87ea4b53d2eee406f91cf6738008636a0,jinja2-github,2,2,2,0,0,0,0
git@github.com:jdidion/xphyle,9f66b129130a368611fb2ab0027c6218b1a13a50,xphyle,144,2,2,142,142,0,0
git@github.com:jedie/bootstrap_env,ab68025d8f6b9a17d8feeed83e8aae26e3f28769,bootstrap_env,26,0,0,26,26,0,0
git@github.com:jeffknupp/sandman,253ea4d15cbccd9f0016d66fedd7478614cc0b2f,sandman,2,0,0,2,2,0,0
git@github.com:jepegit/cellpy,6fca7ff1dd85bdf7500f1cd4cbc73e8395150748,cellpy,201,201,167,0,0,0,0
git@github.com:jerodg/jgutils,6c8ed6aca37d509af8ce1b57635fad62f1c846b4,jgutils,32,16,16,16,16,0,0
git@github.com:jezdez/envdir,0db9594a66b58aad7731edc5b20e9436bfe2f971,envdir,29,29,29,0,0,0,0
git@github.com:jfilter/get-wayback-machine,ae52b3f2d1dc74dc4e356f412361727e975c6771,get-wayback-machine,2,2,2,0,0,0,0
git@github.com:jfilter/mw-category-members,9d3b11b5cfde2165a9ff1613ff11d7595a33320e,mw-category-members,3,3,3,0,0,0,0
git@github.com:jfilter/split-folders,36a7864d32a90f84327c0ebb3abdf5fbdd9921a3,split-folders,12,12,12,0,0,0,0
git@github.com:jic-dtool/dtool-http,04a13ccb3f252873228ac0d2d4df53c791157217,dtool-http,5,5,5,0,0,0,0
git@github.com:jidn/lds-org,e38c30b06c1059478a975cc565c615cb745d7f45,lds-org,13,13,13,0,0,0,0
git@github.com:jjotterson/datapungibea,fe3b262b7e2ceffd12621693c94af9b6cc43e408,datapungibea,30,30,30,0,0,0,0
git@github.com:jnoortheen/dynamic-conf,42257f06a66765ac4f5de1c6a4637f4db779c5ab,dynamic-conf,12,11,7,1,1,1,1
git@github.com:jnoortheen/pipm,a9e0f89e80addea18fd3efdc7b4f6eabd6b6988a,pipm,31,31,31,0,0,0,0
git@github.com:joblib/joblib,440b1b899d357a9db6526ca87051a77963b33631,joblib,1219,1214,258,5,5,3,3
git@github.com:joeblankenship1/bitcoin_graph,8f5dee94b0cc82a0a0d8a412709a13a38d180167,bitcoin_graph,8,0,0,8,8,0,0
git@github.com:joegasewicz/Flask-JWT-Router,0fb1e256c81409be6f08d8be12f07e5f58b4f914,Flask-JWT-Router,23,23,20,0,0,0,0
git@github.com:joeyespo/grip,27a4d6d87ea1d0ea7f7f120de55baabee3de73e3,grip,22,22,22,0,0,0,0
git@github.com:johnstonskj/rdftools,fa71b69b1604128349d879a51a44789919c3bd53,rdftools,75,75,45,0,0,0,0
git@github.com:johnvictorfs/rs3clans.py,692ffb859d954a304d039a6e20cc39bc55ed13cb,rs3clans.py,36,36,16,0,0,0,0
git@github.com:joliveros/bitmex-websocket,dcefdaffd226ee30308bfca86aab065dc57817d0,bitmex-websocket,11,11,11,0,0,0,0
git@github.com:jonas-hagen/databird,cfb358e74da62bb9d7ea0e6c7ac984671472120b,databird,33,33,26,0,0,0,0
git@github.com:jonhadfield/python-hosts,10190c3fb7eab419f15ba0b90edfb4bf43c5ae62,python-hosts,5,4,4,1,1,0,0
git@github.com:joshmarshall/norm,8e540aa6f7026f8783a4fdf5fc135ecda12d17b7,norm,56,0,0,56,56,0,0
git@github.com:joshmgrant/svp,fdf64445d8038b4df5ab2181eb6306d56e3b5162,svp,8,8,8,0,0,0,0
git@github.com:josiest/geom,d12b381706ee620cba1c6a6cb45ab7815e5a1dc9,geom,19,19,19,0,0,2,2
git@github.com:jounderwood/django-hug,778b16f568ce9fdb01f360b7bff89c9d8b6c2ef7,django-hug,37,37,27,0,0,4,4
git@github.com:jpetrucciani/gamble.git,d17b25899183a4c4b25fe644024ff754132ae513,gamble.git,14,14,14,0,0,0,0
git@github.com:jpetrucciani/hubspot3.git,3b4f047e86450e40a2e2a257231daa780d7ccea8,hubspot3.git,2,0,0,2,2,0,0
git@github.com:jpeyret/pynoorm,d6f7e0e102bb0eb4865beff75cf671b560ebc8b2,pynoorm,129,0,0,129,129,0,0
git@github.com:jpoullet2000/atlasclient,02b3e7d9a6596d1123fc22b6bfed08d60105d19e,atlasclient,62,62,62,0,0,0,0
git@github.com:jtara1/imgur_downloader,1ff0e952b662e499f354dccf46022c678858b3af,imgur-downloader,15,15,4,0,0,0,0
git@github.com:jucacrispim/aiomediawiki,9e3f624a2465bf5b1394c178b19e34fadfec2793,aiomediawiki,32,32,32,0,0,0,0
git@github.com:jun-harashima/pttagger,d26fead72fb28d2e84007b0262457c6bec31f206,pttagger,1,0,0,1,1,0,0
git@github.com:june3474/skelpy,0e64eccdc5211dbec664e7d3f9d07c6020651b63,skelpy,48,48,48,0,0,4,4
git@github.com:juntossomosmais/regex4ocr,9f96e9c6fe6ffc3e1452b23103fdfa6a0f1dcede,regex4ocr,42,42,42,0,0,1,1
git@github.com:jw/speed-tester,2d7f9acc55c797d1011605e2d610751f77de5290,speed-tester,3,3,3,0,0,0,0
git@github.com:jwbaker/pytvdb,39f00896ed1bed1f1dabe05f73980c9455c502df,pytvdb,39,39,33,0,0,0,0
git@github.com:jyn514/configparse,d7a4ee5b121de2be1858104723bdb7ac47df64ce,configparse,7,7,7,0,0,0,0
git@github.com:kade-robertson/config-better,c14638da3fe95a669a04db2602e1f6ea15591c36,config-better,22,0,0,22,22,0,0
git@github.com:kajchang/sfpl-scraper,d97cc55f28fc75bf8de3fe5472ed0c2c55a09081,sfpl-scraper,14,0,0,14,14,0,0
git@github.com:kellylab/Fireworks,ff027cd8d1b8ce5eec6a37d786e7de675d8c0849,fireworks,99,99,99,0,0,1,1
git@github.com:kenkundert/engfmt,b908ef69aa7941e561019e24f969703f3234753b,engfmt,6,6,6,0,0,2,2
git@github.com:keotl/jivago,52761e0822bb5ef8dd081d3f45c53d05738dbd5f,jivago,237,0,0,237,237,0,0
git@github.com:kevinarpe/kevinarpe-rambutan3,5d7469912b559338dc15f5c7fb2abc91103ea0c5,kevinarpe-rambutan3,190,190,190,0,0,1,1
git@github.com:khufkens/daymetpy,539f8d47315f0f68f86875d7805541dadcb76604,daymetpy,2,0,0,2,2,0,0
git@github.com:ki-tools/sls-tools-py,f1089d94a07b8455c81fdbfd78a159fecb017b57,sls-tools-py,33,33,33,0,0,0,0
git@github.com:kingoodie/fistro,42c129d058fe017d3d1436da4350b6842f1c5535,fistro,8,8,8,0,0,0,0
git@github.com:kinnala/scikit-fem,4aa87e15fd05dfbbad2367ef2303f398d5afddcc,scikit-fem,148,0,0,148,148,0,0
git@github.com:kipe/fmi,c567622ad29a14a03645b8bc8c7565f315b53480,fmi,2,0,0,2,2,0,0
git@github.com:kissmetrics/py-KISSmetrics,11cfc589e623f0bab8bc450f6fd169715544e377,py-KISSmetrics,50,0,0,50,50,0,0
git@github.com:kithomak/pytsmp,15d58a39e016100fb44cdcc9f6115fa7736eb2bb,pytsmp,106,106,106,0,0,0,0
git@github.com:kitsuyui/cachepot,c2e6a1f6c1eb3f2359b95bd7208d9347f885aff3,cachepot,11,0,0,11,11,0,0
git@github.com:kivio/pysllo,8bc4d17f9a668e9aff3c77f688f0c06ed2e7686b,pysllo,92,92,52,0,0,0,0
git@github.com:kivy/buildozer,4a18fb321e8410c44c9a62bd65671f33df3a470b,buildozer,32,19,18,13,13,0,0
git@github.com:klaapbakken/hmmpy,b5d95e72d0cce150db265e94cf623d1d57148607,hmmpy,10,10,10,0,0,0,0
git@github.com:klieret/RandomFileTree,aaaa975ae61afa6f0f5b481ebafcfa0f0216e471,RandomFileTree,17,0,0,17,17,0,0
git@github.com:kmarilleau/pytest-django-model,8361e882b7b7f4540c3d885f1d542288c59cf8d5,pytest-django-model,1,0,0,1,1,0,0
git@github.com:kngwyu/Rainy,28a7ea53e577a9c209414b4fff3a22c6d8b530d0,Rainy,74,74,36,0,0,0,0
git@github.com:koelling/amplimap,47a65e624e4a7f7ed62b029e6ed65dc78cf34ac7,amplimap,5,0,0,5,5,0,0
git@github.com:konstantint/pyliftover,c95c70ab74686a6b5ac56e7601ccdbeab3178e52,pyliftover,11,8,8,3,3,0,0
git@github.com:kriberg/esy.git,6b0cc47402772c68c41efe3e8a56b2aaa0e27228,esy.git,11,0,0,11,11,0,0
git@github.com:ktnrg45/pyps4-2ndscreen,457dc9c3f04017569d52bae7390ea2fc54e96ce5,pyps4-2ndscreen,109,109,109,0,0,1,1
git@github.com:ktnrg45/pyps4-homeassistant,457dc9c3f04017569d52bae7390ea2fc54e96ce5,pyps4-homeassistant,109,109,109,0,0,1,1
git@github.com:kujyp/dockerfile_bakery,fc531752d9fe901375636377dac884a6b750e146,dockerfile_bakery,8,8,8,0,0,0,0
git@github.com:kushao1267/MusicAPI,c6340d5dd6df869a90a44a311d3cd7a383bd4cf4,MusicAPI,7,7,7,0,0,0,0
git@github.com:kytos/python-openflow,a3387a7b28d529a3605aa1506a028e03394e4526,python-openflow,441,0,0,441,441,0,0
git@github.com:laboo/hpdr,6760ceb1f4a6078f70e86e54bb2ee4e269915f9c,hpdr,46,46,46,0,0,0,0
git@github.com:lace/blmath,2d8482a7a3f39f6491251b6e2c92564a62b68aa0,blmath,160,0,0,160,160,0,0
git@github.com:lachhebo/pyclustertend,c13c44ba4807d659536ff74aca0253d288e1d5b4,pyclustertend,12,10,8,2,2,0,0
git@github.com:laike9m/pdir2,ef5e2200074d68e2ca3df4ee441a1b9ea6ca5abc,pdir2,33,33,33,0,0,0,0
git@github.com:learningequality/pressurecooker,b111250a8da415a19082f98bc6be21b021b0c604,pressurecooker,2,0,0,2,2,0,0
git@github.com:leopepe/GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,GOApy,12,0,0,12,12,0,0
git@github.com:levi-rs/instabrade,73d027ce2e3b0141c7f1c83567151b5638905355,instabrade,23,23,23,0,0,0,0
git@github.com:limix/limix-lmm,0f0a9875e6d0ed0511db54c911992332b76baa13,limix-lmm,5,1,1,4,4,0,0
git@github.com:lingster/pyversion,077ec6aaf46fa52ab6915dc6c109e3812849e22c,pyversion,11,0,0,11,11,0,0
git@github.com:lingster/pyversion3,077ec6aaf46fa52ab6915dc6c109e3812849e22c,pyversion3,11,0,0,11,11,0,0
git@github.com:linkedin/fossor,d8dbdc40f2f16da601c317dfa74b83e3932c9bb3,fossor,64,60,60,4,4,0,0
git@github.com:liormizr/s3path,4ba7ad7f64be2a41139606c50987a95f74a1803c,s3path,64,64,64,0,0,0,0
git@github.com:liusida/sida,77635d2b08c87612330db8612b70ee85c0d57268,sida,9,9,9,0,0,0,0
git@github.com:ljvmiranda921/pyswarms,08756526f39699eef28e515cac2ead17cef55710,pyswarms,466,466,174,0,0,0,0
git@github.com:ljwolf/cenpy,03eefcfd885c48e018cf74abaf46ee03aa7ac119,cenpy,6,0,0,6,6,0,0
git@github.com:loganasherjones/yapconf,f685ed6a6f532a8f836deb205fc2509e9422329b,yapconf,239,239,96,0,0,0,0
git@github.com:loopmediagroup/py-gardener,ef485b969df0ee1e848b594eb1abfe9d8a53dae3,py-gardener,16,16,16,0,0,0,0
git@github.com:lostinplace/filtered-intervaltree,37da431ed36dc9e7936ebd330869f142538ef79d,filtered-intervaltree,2,0,0,2,2,0,0
git@github.com:lpenz/ftpsync,bbf40b8ebd28762b92b70571e0d9a6e642ce3467,ftpsync,1,0,0,1,1,0,0
git@github.com:lrowe/pytest_exact_fixtures,b72bf9d7661c65e1535e5fbbddc343fd6120e15c,pytest_exact_fixtures,2,2,2,0,0,0,0
git@github.com:lsenta/baconql,c5b3bda63e243bf450e593f3d8fdaa437b4d28f3,baconql,73,73,54,0,0,0,0
git@github.com:lukas-linhart/pageobject,6ae83680ae62a94f93cefc394e4f3cc6999aeead,pageobject,168,163,163,5,5,0,0
git@github.com:lungdart/packeteer,2c6e0e8683462e17ff095a89f13a10daf29ef9e0,packeteer,50,50,50,0,0,0,0
git@github.com:luozhouyang/nlp-datasets,471e2e3ad2a4b8c363c5a4080683bac5618c8c6a,nlp-datasets,4,0,0,4,4,0,0
git@github.com:lycantropos/hypothesis_sqlalchemy,6c68a065802d5efdfa3d805d9e4a79199ab46ea3,hypothesis_sqlalchemy,19,19,19,0,0,0,0
git@github.com:maboualidev/PyJsonFriendly,8b1ee498bc7a27024851b5101bf09913031e2477,PyJsonFriendly,8,0,0,8,8,0,0
git@github.com:maceoutliner/django-fiction-outlines,a802f0884fd9ab6dcc6660ee684ee80fd53ec0ba,django-fiction-outlines,169,0,0,169,169,0,0
git@github.com:macropin/django-registration,b66ddb4b0044c5a0f24b6a23d5387f68b6d7e577,django-registration,144,1,1,143,143,0,0
git@github.com:madspindel/swish-python,cee2a147b1d567417aa6e37e9a3fd60ca269c69a,swish-python,11,0,0,11,11,0,0
git@github.com:mahmoud/lithoxyl,9961553a065a1ad8bb7a2407fe74f2cfd6c79a20,lithoxyl,35,35,35,0,0,2,2
git@github.com:majkelx/astwro,0486bc622759ea214a376a9e4035d6d3e350f61b,astwro,1,0,0,1,1,0,0
git@github.com:malongge/exceltojson,6724c7de5153a7b125011e879419273589206d0d,excelt2json,14,14,14,0,0,0,0
git@github.com:malpunek/dame,d6568d3088dd0a8b87eb5d278e04ab857a622418,dame,19,19,19,0,0,0,0
git@github.com:markokr/rarfile,65810aceeb872ed61ec14cb615ed12feefbbb89e,rarfile,139,139,88,0,0,0,0
git@github.com:markperdue/pyvesync,4a43bad8a7b9d3b2e7f580f1f3739f27a00bdc2b,pyvesync,99,93,79,6,6,0,0
git@github.com:markusressel/container-app-conf,02584f7f2ef2615fa7da8bd551aede88afb29919,container-app-conf,34,0,0,34,34,0,0
git@github.com:marshmallow-code/flask-smorest,02e9e84def5ace80522c76b830fbef9930a28771,flask-smorest,572,572,85,0,0,0,0
git@github.com:marskar/nbless,9b6df96dd09b135232679c202d829c5bcca8a51e,nbless,14,11,11,3,3,0,0
git@github.com:martyni/autoyaml,be3f450667bcca477683e63bcc49c67c5d170855,autoyaml,6,0,0,6,6,0,0
git@github.com:matheusbsilva/plai,1d3bfb0438bb6bd2f8d8e42f17207f9449319763,plai,61,61,61,0,0,0,0
git@github.com:matheuswhite/bluebees,ca18ee6dae60393480bac3893038790957727748,bluebees,4,0,0,4,4,0,0
git@github.com:matlink/gplaycli,b161dbffa64ddc7081ca7c880ce27f84c2f0a0d8,gplaycli,13,13,13,0,0,0,0
git@github.com:mattdavis90/base10,93577e85215e4cd7f02a504ff6a23501d56a1748,base10,24,24,24,0,0,0,0
git@github.com:mattjegan/rancat,b59f5abf7e187816034be9169ecd53af87ce017d,RanCat,22,22,22,0,0,0,0
git@github.com:mattpitkin/psrqpy,f4e7d685ebb4b3bf086e3f998f68cc3c4e1914fb,psrqpy,29,29,29,0,0,0,0
git@github.com:matzhaugen/analytic_shrinkage,752a0f90696b1ca27a8b84ada3616cdfc98004a9,analytic_shrinkage,5,5,5,0,0,0,0
git@github.com:maubreville/SlideRunner,2a68af8b9cb2238d95cfe3281379de40b5469fc0,SlideRunner,3,0,0,3,3,0,0
git@github.com:max-k/flask-multi-redis,fa781d3598448a6429309a686de9a8adb53f9f34,Flask-Multi-Redis,33,33,33,0,0,0,0
git@github.com:maximdanilchenko/mgun,11540dd661afd2e8a18dd74ca0a5b416f671a4a1,mgun,36,36,12,0,0,0,0
git@github.com:maxpoint/spylon-kernel,2d0ddf2aca1b91738f938b72a500c20293e3156c,spylon-kernel,31,19,19,12,12,0,0
git@github.com:maxrousseau/pfla,1518c40cc99008e66a74da69e9a87a307591e2ad,pfla,6,6,6,0,0,0,0
git@github.com:mbhall88/taeper,03d9e184428ef36fae19a91b339cff81fcf73d73,taeper,19,0,0,19,19,0,0
git@github.com:mcbarlowe/nba_scraper,42a2a1f8f73f6d8ed97636582899d5efda8d0665,nba_scraper,15,15,15,0,0,0,0
git@github.com:mehdisadeghi/clashogram,5b8cc18adfc92ad381040ee25b750df462122939,clashogram,42,0,0,42,42,0,0
git@github.com:melissawm/skprocrustes,05b6fd4fcc6cb0d7b8d1115dc562a0f8f7e227b2,scikit-procrustes,101,0,0,101,101,0,0
git@github.com:menegazzo/travispy,54b6974c98be7cab5f8129bb49fa96e20fef31af,travispy,29,29,22,0,0,0,0
git@github.com:mentaal/r_map,56cad81c91153d81e831d6afa49b92e5117c2171,r_map,66,66,66,0,0,0,0
git@github.com:metachris/logzero,b5d49fc2b118c370994c4ae5360d7c246d43ddc8,logzero,19,19,19,0,0,2,2
git@github.com:mfreeborn/fastapi-sqlalchemy,8ddf0edab22873365441757107ce21234bc09f8f,fastapi-sqlalchemy,12,12,12,0,0,0,0
git@github.com:mhajiloo/persiantools,ebe2f89bbffca4736d6dc0945110d6c2448b4eb6,persiantools,31,0,0,31,31,0,0
git@github.com:miLibris/flask-rest-jsonapi,b44bc08b11213d49fadae873650d3555889052ec,flask-rest-jsonapi,102,102,102,0,0,2,2
git@github.com:michaelorionmcmanus/tight,34a332dd6096807e373ea8050df4f795411e6b74,tight,28,28,28,0,0,2,2
git@github.com:michaelpb/bupper,d3751472b90132e781dfb32310b5b567658b7f31,bupper,11,11,11,0,0,0,0
git@github.com:michaelpb/stowage,7c619be755b9b73fd202367bcf9014472f318834,stowage,10,10,10,0,0,1,1
git@github.com:michaelperel/putput,96bde3c2219070bfed1ca76d47a4fe7cd0bc4b44,putput,147,0,0,147,147,0,0
git@github.com:mickep76/docker-build-ami.git,614e15efb568c2406a520d2bede866fc3215a3d3,docker-build-ami.git,82,82,82,0,0,0,0
git@github.com:microsoft/knack,dc7b7d857ce3c11b2a3155b81f2470b3b579e7c9,knack,232,0,0,232,232,0,0
git@github.com:mikgroup/sigpy,3786765ad055dc246fba726306d6dd6a6984a458,sigpy,126,0,0,126,126,0,0
git@github.com:miki725/importanize,2a1731431b46fc0c2e71e15f58552916820491a3,importanize,139,139,139,0,0,0,0
git@github.com:mindey/langsplit,d30d47bd6f73852dc716f1e79225d8d49dc39daa,langsplit,11,11,11,0,0,0,0
git@github.com:minrk/pexnb,37be6eae11f977682522fc9b573fdc87eed0f515,pexnb,4,4,4,0,0,0,0
git@github.com:mir-group/flare,29c3efa9364fdd16d5598e217f146dd69091e9f9,flare,3,0,0,3,3,0,0
git@github.com:mkeshav/data-genie.git,cde77b7bdb445557f78d834d72d51bb62ad9e668,data-genie.git,40,40,40,0,0,0,0
git@github.com:mkjt2/lzdeb,ae84db7ca1af750e4decb35d238b40923c1adc8b,lzdeb,1,0,0,1,1,0,0
git@github.com:mkorkmaz/flightradar24,b8c14aa17c970672bf4f286aa6630192f450c3cd,flightradar24,7,0,0,7,7,0,0
git@github.com:mmhs013/pymannkendall,081a1dec1456b682f0f86488b50d47f9f97ec9dd,pymannkendall,14,14,14,0,0,0,0
git@github.com:mmundy42/mackinac,eccd95394e48f508576af76e6863c9f51f75a5c9,mackinac,32,32,32,0,0,0,0
git@github.com:mnmelo/lazy_import,29c74c83e90adff62d363220fee8cf7d6f0dd3c9,lazy_import,206,206,7,0,0,4,1
git@github.com:mohankishore/python_dynamodb_lock,be57d31492893ceb773e46892eaeb04858e287f3,python_dynamodb_lock,29,0,0,29,29,0,0
git@github.com:mojochao/configaro,d7b432fb2f99c4cb3c3208082f0afff62454c83d,configaro,28,20,20,8,8,0,0
git@github.com:mortele/OccamTools,26c47709f6b870c89403f03ade0950de9f301639,OccamTools,68,68,68,0,0,0,0
